"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20220430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","79.97","202201","27","85,000","13","1987","구일로8길 92","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-124","0685","0124","중앙하이츠","79.97","202202","19","84,000","12","1987","구일로8길 92","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1269","1269","0000","중앙하이츠(1269)","59.73","202201","16","79,000","11","2001","구로동로47길 24","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","98-8","0098","0008","케어빌(98-8)","84.72","202203","10","50,500","3","2007","구로중앙로18길 27","","중개거래","서울 구로구, 서울 영등포구"
"서울특별시 구로구 구로동","98-12","0098","0012","파인마루오피스텔","15.75","202203","28","13,750","16","2016","구로중앙로18길 17","","중개거래","서울 구로구, 서울 송파구"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202202","11","13,500","13","2011","가마산로 284","20220218","직거래","-"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202202","18","13,000","14","2011","가마산로 284","","중개거래","서울 용산구"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202202","18","14,000","15","2011","가마산로 284","","중개거래","서울 용산구"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202202","18","13,000","12","2011","가마산로 284","","중개거래","서울 용산구"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202203","28","13,750","13","2011","가마산로 284","","중개거래","서울 구로구, 서울 송파구"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202204","11","14,000","15","2011","가마산로 284","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","97-4","0097","0004","하나세인스톤2차","19.33","202204","29","14,000","14","2011","가마산로 284","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","46-4","0046","0004","하나세인스톤3차","19.99","202201","31","13,000","14","2011","공원로6길 16-22","","중개거래","서울 영등포구"
"서울특별시 구로구 구로동","792-29","0792","0029","한신","44","202204","1","23,000","5","1998","도림로12길 14-9","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.03","202201","3","67,000","10","2007","디지털로31길 120","20220204","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.03","202201","3","67,000","10","2007","디지털로31길 120","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.17","202202","5","71,300","6","2007","디지털로31길 120","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","58.03","202203","25","81,500","15","2007","디지털로31길 120","","중개거래","서울 구로구, 서울 영등포구"
"서울특별시 구로구 구로동","415-37","0415","0037","한일퍼스트빌(415-37)","83.18","202203","3","29,000","3","2004","구로동로35길 30","","중개거래","서울 마포구"
"서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.39","202201","12","10,500","13","2014","가마산로27길 11-15","","중개거래","서울 동작구"
"서울특별시 구로구 구로동","701-76","0701","0076","현대로얄","68.63","202202","18","59,500","9","1987","가마산로 97","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","54.86","202201","15","68,250","8","1989","구일로4길 46","","중개거래","경기 안양만안구, 서울 구로구"
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","44.17","202202","26","59,000","15","1989","구일로4길 46","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","74.66","202203","22","80,000","7","1989","구일로4길 46","","중개거래","서울 구로구, 서울 양천구"
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","54.86","202204","7","68,500","14","1989","구일로4길 46","","중개거래","서울 광진구, 서울 구로구"
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","74.66","202204","19","80,000","8","1989","구일로4길 46","","중개거래","서울 광진구, 서울 구로구"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.37","202201","13","43,750","7","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.95","202201","13","45,000","7","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","55.11","202201","13","41,350","8","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","52.82","202201","13","39,850","8","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","48.33","202201","13","37,050","8","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","56.66","202201","13","43,150","8","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.32","202201","13","44,150","8","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","58.09","202201","13","43,850","8","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.44","202201","13","44,400","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.59","202201","13","43,450","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.95","202201","13","45,000","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","52.25","202201","13","39,050","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","48.31","202201","13","36,650","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","53.98","202201","13","40,350","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","51.69","202201","13","38,600","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.44","202201","13","44,600","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.59","202201","13","43,950","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.95","202201","13","45,500","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","52.25","202201","13","39,450","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","48.31","202201","13","37,000","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","53.98","202201","13","40,750","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","51.69","202201","13","39,050","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.44","202201","13","44,600","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.59","202201","13","43,950","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.95","202201","13","45,500","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.54","202201","13","43,850","7","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.75","202201","13","44,400","7","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","55.91","202201","13","41,100","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.14","202201","13","42,450","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.07","202201","13","42,150","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","53.07","202201","13","40,250","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.37","202201","13","43,250","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.95","202201","13","43,600","2","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","55.91","202201","13","42,150","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.14","202201","13","43,600","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.07","202201","13","43,300","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","53.07","202201","13","40,450","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","56.78","202201","13","43,050","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.37","202201","13","43,500","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","59.95","202201","13","44,800","3","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","55.91","202201","13","42,400","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.14","202201","13","43,800","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.07","202201","13","43,550","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","53.07","202201","13","40,650","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","56.78","202201","13","43,250","4","2021","경인로15나길 65-4","","직거래","-"
"서울특별시 구로구 궁동","293","0293","0000","궁동에스하임","57.37","202201","13","43,750","4","2021","경인로15나길 65-4","","직거래","-"
